clumps,CAPAD,soil,elev,rain,tmax,rainVar,NarClimffdigt50,NarClimfRain,NarClimfTmax,tmax_future,rain_future,ProfileID,SciName,Taxa,CommonName,SiteID,SiteName,Restricted
7,Windsor Downs Nature Reserve,Calcarosol,24.460573057384888,898.7450824601315,23.349537578113985,0.7140518225612108,0.7923391662141747,9.914776781404143,1.9265013418281198,25.276038919942106,987.8536512199,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
7,Windsor Downs Nature Reserve,Calcarosol,20.778720576222526,901.741209915457,23.344347400060116,0.7139008501349569,0.7889118067070264,9.833952461869135,1.9258615587341983,25.270208958794314,990.4180118276266,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,NA,Vertosol,37.67071380324172,902.7690297599347,23.458147214917158,0.7133241379410025,0.7487256582075041,10.197244471757866,1.932049105741216,25.390196320658376,994.8265947398718,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,NA,Calcarosol,35.07698524561912,894.1672151349483,23.457857875084002,0.7134172854909807,0.765269997423557,10.287127008529307,1.932845643500666,25.39070351858467,986.1513322245099,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,NA,Calcarosol,25.3826700830679,890.8208173667279,23.412071905338966,0.7138328220104815,0.8041333987709384,10.451921623731057,1.9337693318323455,25.34584123717131,983.9287110057786,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,NA,Calcarosol,27.368832663775347,889.8190006694258,23.39062237032136,0.7140088023391283,0.8018084210926014,10.367943726490651,1.9330371140433966,25.323659484364757,982.0749339264534,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,NA,Calcarosol,33.626352444882365,890.9758692452647,23.369345333657666,0.7140371043283505,0.7993515392827296,10.284338670854059,1.9323158276512118,25.30166116130888,982.6068451140335,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,NA,Calcarosol,32.26050710675647,893.1004778814154,23.359687219682428,0.713990823946324,0.7967626461481279,10.201106768409401,1.9316054817970414,25.29129270147947,984.2066111792731,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
7,Windsor Downs Nature Reserve,Calcarosol,27.08947126866945,897.8913065972721,23.35612822112456,0.713848773913521,0.7911883972101154,10.035763669221248,1.9302176482610687,25.286345869385627,988.0015561338571,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
7,Windsor Downs Nature Reserve,Calcarosol,22.298747751219263,900.6432965292262,23.350875565003747,0.713752977500987,0.7882028270984511,9.953653095427967,1.9295401788551332,25.28041574385888,990.290205892972,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
7,Windsor Downs Nature Reserve,Vertosol,13.624332600406055,903.7616563189667,23.344437215918795,0.7136406489864477,0.7850848170455846,9.871916920727159,1.9288736865389429,25.273310902457737,992.9802561921628,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,NA,Vertosol,41.8731695287964,904.2815127314066,23.448495576081427,0.7133408614787753,0.7464005105526947,10.323183295424833,1.934484271589233,25.38297984767066,997.6321507973101,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,NA,Calcarosol,39.26637820734705,894.878719256505,23.436158569329187,0.7133579868168052,0.7634074375250798,10.421214586140742,1.9357797182033378,25.371938287532526,988.1359508759333,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,NA,Calcarosol,34.375473612036004,893.772714558067,23.4283017067811,0.7133977892634675,0.7802767838136363,10.516805512022222,1.936926143206998,25.365227849988095,987.7690526676605,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,34.99955520257044,890.6602750928964,23.390770666877884,0.7136456611573355,0.7990251012743683,10.493686294001566,1.93689275674769,25.327663423625573,984.1233703064363,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,37.26554616366961,891.6073446253183,23.37256113204504,0.7136853674241087,0.7970102525281293,10.408794279209406,1.9361337633755267,25.308694895420565,984.4129189056893,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,32.38164979461082,893.1288152590162,23.363437082982326,0.7136942883257317,0.7948633511527481,10.324275536618172,1.935385714031551,25.298822797013877,985.3378950432905,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
7,NA,Calcarosol,23.45469000976778,896.7135372422878,23.352543296280686,0.713662625376537,0.7901729617262481,10.156359114436345,1.9339224839944906,25.286465780275176,987.7869843123794,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
8,NA,Vertosol,27.525475085173984,962.2609537852464,23.332076037688562,0.7135202192762058,0.7088646110364483,10.231928954370684,1.9330359012504958,25.265111938939057,1060.7188109322026,NA,NA,NA,NA,NA,NA,NA
5,NA,Calcarosol,38.51899702390843,894.5072903869518,23.405726497319797,0.7132392832053279,0.7790177973096601,10.661529260315376,1.9405113293560505,25.346237826675846,989.875446887211,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,NA,Calcarosol,37.45619861335146,893.4025905013823,23.409243293006885,0.7132257596804579,0.7951426252828118,10.751941769323873,1.9418775472287735,25.35112084023566,989.460716797722,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,39.506141015536066,892.2972257267816,23.40620067568588,0.7132349572379831,0.7978175895999796,10.705590510318803,1.9415445978948696,25.34774527358075,987.8229128480259,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,38.52299902571944,891.4764309409563,23.39192965550469,0.7132742537046768,0.7963768390422323,10.619038228083156,1.940736952464067,25.332666607968758,986.1426539369279,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,34.80514502794635,892.0543683582179,23.37675940141057,0.713350505958319,0.7948041017729083,10.532859025384475,1.939940245407893,25.316699646818464,986.0131974071729,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,27.31260562397605,892.9725940240295,23.36578137827233,0.7134146379346238,0.7930992705519486,10.447053213947338,1.9391544858716012,25.304935864143932,986.2619161076858,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Wianamatta Nature Reserve,Calcarosol,44.314721347857976,896.3445506431026,23.396463906570013,0.7131698467061139,0.7601051966889802,10.6968506320996,1.9421043918432295,25.338568298413243,992.2251883743596,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Wianamatta Nature Reserve,Calcarosol,41.907918335775626,895.242484726627,23.39080297110176,0.7130575784327102,0.7778998786287794,10.808741881073656,1.944248807058287,25.335051778160047,992.0069341104384,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Wianamatta Nature Reserve,Calcarosol,42.421760270659824,894.139754212488,23.393789941656443,0.7129680198980736,0.7933442044186271,10.894542620663918,1.9459098918165163,25.33969983347296,991.5521908234671,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,43.03698081438876,893.0363586161541,23.392793332193648,0.7129011895468519,0.7948621912229403,10.831839241546835,1.9454150674187671,25.338208399612416,989.7686213500195,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,36.16405362068233,892.2262270357598,23.383727106928966,0.7129035142268044,0.7938636719035058,10.743999423518298,1.9445696981060365,25.328296805035002,988.0870077249609,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,27.75421583210636,892.3168891500529,23.37401986150067,0.7130325246160266,0.7927331245553575,10.656532804071604,1.943735270659168,25.31775513215984,987.4069311585995,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Wianamatta Nature Reserve,Sodosol,44.7508034330275,893.9315068269369,23.382524904274632,0.7130409923652888,0.7586655939650652,10.83840049027723,1.945495075605209,25.32801997987984,990.8193836456102,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Wianamatta Nature Reserve,Sodosol,45.04790094219576,893.5483661978101,23.376094759795123,0.7128526684863558,0.7769230669210133,10.958444069973199,1.9481386187727014,25.324233378567826,991.4673641457564,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
5,Castlereagh Nature Reserve,Calcarosol,28.383889468440884,892.2084349765715,23.362747984728,0.712542662601662,0.7914856373860856,10.868569775032466,1.9483909905854249,25.311138975313423,989.1787312707253,10598,Persoonia nutans,Shrubs,Nodding Geebung,30,Cumberland Plain,No
9,NA,Sodosol,34.40068040121193,884.4049686394789,23.319145957838785,0.7120554626583749,0.7863221094512662,11.30003126719514,1.9579217604363046,25.277067718275088,984.3430066243674,NA,NA,NA,NA,NA,NA,NA
10,Wianamatta Regional Park,Calcarosol,24.195292987041157,888.4313488844961,23.27753193994584,0.7122698286234698,0.7863083991135655,11.055071546446763,1.9578263308826198,25.235358270828456,986.6480701447391,NA,NA,NA,NA,NA,NA,NA
10,Wianamatta Regional Park,Calcarosol,31.2352112327129,891.4104432797067,23.21560759551971,0.7124706591118232,0.7807136244477481,10.964823196997642,1.9560644088159542,25.171672004335665,989.1520223448996,NA,NA,NA,NA,NA,NA,NA
11,NA,Vertosol,37.554809195998935,874.3972321595668,23.285778494479818,0.7142761867389239,0.7173520284008038,10.734305750143458,1.9387902593876232,25.22456875386744,968.2577045303663,NA,NA,NA,NA,NA,NA,NA
10,Wianamatta Regional Park,Sodosol,35.04941232962902,892.1395825125103,23.188121111513897,0.7123646113029649,0.769824353842414,10.864889154613966,1.9513702327682663,25.139491344282163,989.0695592569303,NA,NA,NA,NA,NA,NA,NA
11,NA,Sodosol,49.302269657185754,873.8719903242536,23.1977469420314,0.7161226690234216,0.7320190999622043,10.796210497447436,1.9391290522880897,25.13687599431949,968.2170498778935,NA,NA,NA,NA,NA,NA,NA
12,NA,Sodosol,20.369891845186167,874.1329150828947,23.218104157221575,0.7151081363091616,0.7506744295609259,10.797256877974183,1.9413412384461137,25.15944539566769,968.5152913793188,NA,NA,NA,NA,NA,NA,NA
12,NA,Calcarosol,25.03400968691388,878.9104345775334,23.182134063892917,0.7171681922851233,0.7418200047822006,10.677160048604405,1.9380357413451526,25.12016980523807,972.753108361261,NA,NA,NA,NA,NA,NA,NA
12,NA,Calcarosol,29.673720533365533,884.637535257979,23.166670531091412,0.7170941306699825,0.7401177808688477,10.637652477608823,1.9382392779823743,25.10490980907379,978.7422019452071,NA,NA,NA,NA,NA,NA,NA
13,Berowra Valley Regional Park,Calcarosol,162.9356925136728,1175.4398885916466,21.655493446559287,0.7139197322598813,0.6245774863815139,9.306377298916265,1.940066923947231,23.59556037050652,1284.8307595459462,NA,NA,NA,NA,NA,NA,NA
14,NA,Calcarosol,48.516147137808986,886.0358456574817,23.030900362534897,0.7242921102610027,0.7056485760668579,10.338924412404879,1.925499171182022,24.95639953371692,977.642422006821,NA,NA,NA,NA,NA,NA,NA
15,NA,Sodosol,57.148420784439935,868.7907832674026,23.035116503830267,0.7376501597960929,0.6739826261191462,10.17782608198771,1.9196738939179638,24.95479039774823,957.2147982046977,NA,NA,NA,NA,NA,NA,NA
16,NA,Sodosol,71.81221806999035,960.494316137448,22.5754947517852,0.7270422934144516,0.6629597223434053,9.82316969999596,1.9212093776377783,24.49670412942298,1054.8453027704452,NA,NA,NA,NA,NA,NA,NA
17,NA,Sodosol,19.871992713394018,989.2316038882617,22.6911180370627,0.7277604055568122,0.6298245789503676,9.793895243256042,1.9263488494650822,24.617466886527783,1086.1159108862596,NA,NA,NA,NA,NA,NA,NA
18,NA,Sodosol,70.03465264371006,938.7516258762696,22.4909651364827,0.7336757693797523,0.6294921379502908,9.747897537451866,1.9075127716002072,24.398477908082906,1030.2601724978517,NA,NA,NA,NA,NA,NA,NA
19,NA,Sodosol,43.85540299503504,864.3945281155932,22.918537458463824,0.7476987435743869,0.6912932615699242,10.005953089925443,1.9072302599172908,24.825767718381115,950.8854391107218,NA,NA,NA,NA,NA,NA,NA
20,NA,Sodosol,51.877192015770014,860.3344066845406,22.818492126059567,0.7521283445744231,0.6880528824723758,9.96885647746435,1.9059361005693765,24.724428226628945,946.0999089131668,NA,NA,NA,NA,NA,NA,NA
20,NA,Sodosol,51.66274892846516,866.3376048945105,22.741476175798816,0.7511927186917873,0.6820766320405866,9.956277232734493,1.9051898192082442,24.64666599500706,952.5925786092399,NA,NA,NA,NA,NA,NA,NA
21,NA,Calcarosol,20.837396247027257,967.4161378859449,22.783671815029404,0.7388976782120227,0.5838159213901358,9.594875337662089,1.915006710902341,24.698678525931744,1060.2385103125264,NA,NA,NA,NA,NA,NA,NA
21,NA,Calcarosol,31.536568145857643,980.329551723827,22.71136870474941,0.738297241880936,0.5784618281916418,9.639322927393247,1.9161094111335115,24.627478115882923,1074.8266829671531,NA,NA,NA,NA,NA,NA,NA
21,NA,Calcarosol,37.72310104381354,995.992392751289,22.648029853742162,0.7390573637310495,0.5656575541958744,9.616794349957237,1.9171421201423406,24.565171973884503,1091.7749329033988,NA,NA,NA,NA,NA,NA,NA
21,NA,Calcarosol,22.909579765638995,985.0552401003788,22.74112448158507,0.7410902486407778,0.5641329063559729,9.513363728785759,1.9161736576899941,24.657298139275067,1078.7671280205916,NA,NA,NA,NA,NA,NA,NA
21,NA,Calcarosol,34.23313045273592,999.1785851886561,22.654508105501204,0.7403776370926995,0.5578832691449218,9.545288808283354,1.9169567532101932,24.571464858711398,1094.553066855433,NA,NA,NA,NA,NA,NA,NA
22,Sydney Harbour National Park,Dermosol,30.446480162259917,1292.4599251024774,21.887184531702598,0.7004800337236363,0.2860946033260468,11.763136928068983,1.9106468732524402,23.797831404955037,1444.4937558326997,NA,NA,NA,NA,NA,NA,NA
23,NA,Sodosol,18.07191177477423,922.992246801636,22.64452568375028,0.7510083242393648,0.592334842135385,9.333125034037483,1.914726722984406,24.559252406734686,1009.1362672501047,NA,NA,NA,NA,NA,NA,NA
24,NA,Sodosol,16.96915715840788,933.5519660140253,22.731479326358965,0.7532281608273892,0.5723772116374878,9.164832858558347,1.9164355308077712,24.647914857166736,1019.110443346996,NA,NA,NA,NA,NA,NA,NA
25,NA,Calcarosol,26.50071161018176,1023.210185781971,22.36297287056804,0.7454297718363886,0.49996939034392673,9.034456532084587,1.9140147941693146,24.276987664737355,1115.651665248305,NA,NA,NA,NA,NA,NA,NA
26,Leacock Regional Park,Sodosol,36.10873564815301,914.3905150786961,22.49399729183736,0.763510831497794,0.603724194978239,8.614350308445724,1.9090151488416098,24.40301244067897,993.1593172347763,NA,NA,NA,NA,NA,NA,NA
27,NA,Sodosol,23.73343478874517,931.4845192821949,22.51972323341598,0.7606906948247054,0.5780928874687404,8.482530693806869,1.911522685628873,24.431245919044855,1010.4979795383664,NA,NA,NA,NA,NA,NA,NA
27,NA,Sodosol,28.270491796961583,939.3113862900772,22.50764049768875,0.7593103358038111,0.5661688572748584,8.4377287708988291,1.912516620586354,24.420157118275107,1018.5679333794037,NA,NA,NA,NA,NA,NA,NA
28,NA,Kurosol,10.044547345676357,977.4138386509411,22.5614445867717,0.7539873366586329,0.5301960886759736,8.557882477163268,1.9110279094555338,24.472472496227233,1061.0597662782188,NA,NA,NA,NA,NA,NA,NA
27,NA,Sodosol,32.730030549545496,938.9094241194248,22.464932548173866,0.7623561176983334,0.5725755252957934,8.235431248890633,1.910560726384401,24.375493274558266,1016.232664232135,NA,NA,NA,NA,NA,NA,NA
28,NA,Kurosol,15.620349238071347,967.0353288331436,22.43051153179688,0.758076036232579,0.5434991260661677,8.27383730639363,1.9102172995496731,24.340728831346553,1047.0462586361466,NA,NA,NA,NA,NA,NA,NA
28,NA,Kurosol,12.707354717224419,977.8355365283029,22.449384890909666,0.7566890530413232,0.5347947159974444,8.310956797572477,1.9097302387440753,24.35911512965374,1059.1030255204812,NA,NA,NA,NA,NA,NA,NA
28,NA,Kurosol,10.831188293852511,988.7451115318811,22.49075566083949,0.7553219519372055,0.5260137344455933,8.346242099572912,1.9092718636087864,24.400027524448276,1071.268172288024,NA,NA,NA,NA,NA,NA,NA
28,NA,Kurosol,13.832460536119335,999.7641423970757,22.52883821226838,0.7539747489797497,0.5171561196776666,8.379691725000143,1.9088421970521783,24.437680409320556,1083.5412955070422,NA,NA,NA,NA,NA,NA,NA
29,NA,Sodosol,32.925500118895094,902.144624236194,22.254342788881903,0.7702501105646282,0.6221928367950081,8.316476509986577,1.9060101911981573,24.16035298008006,977.1712699969037,NA,NA,NA,NA,NA,NA,NA
27,NA,Kurosol,39.95796528468174,946.8476960502023,22.42092645614289,0.7640011546809241,0.5669238346021187,7.986092299441035,1.9095492810390826,24.330475737181974,1022.4638269919024,NA,NA,NA,NA,NA,NA,NA
28,NA,Kurosol,13.062714873520727,1010.6239649155232,22.40277685913585,0.7552227647771479,0.513306206321321,8.176066598723384,1.906962574296329,24.30973943343218,1093.253253349675,NA,NA,NA,NA,NA,NA,NA
30,Georges River National Park,NA,23.398704959833854,1034.5362000704515,22.38443413711321,0.7492979669868091,0.4870345233531828,8.283755457834143,1.9055630872988374,24.289997224412048,1120.2346490070577,NA,NA,NA,NA,NA,NA,NA
29,NA,Sodosol,45.61575877848897,905.1290211493003,22.220057659263674,0.7721396093920364,0.6181476885228013,8.093873936805306,1.9055906353481065,24.12564829461178,978.3890230865644,NA,NA,NA,NA,NA,NA,NA
29,NA,Sodosol,43.655349867082336,920.1298983099514,22.284229293019493,0.7722424321331345,0.5990834066104256,7.768644112958434,1.9056130768821062,24.189842369901598,991.6115154865779,NA,NA,NA,NA,NA,NA,NA
29,NA,Kurosol,30.05501177329212,933.837097777338,22.344436180693993,0.7705747244447829,0.5843298008727674,7.670455320200693,1.906152882502539,24.250589063196532,1005.4666551258076,NA,NA,NA,NA,NA,NA,NA
29,NA,Kurosol,34.44238151453967,942.1466606002631,22.325163855067828,0.7720410776069159,0.579145580947799,7.428886108723922,1.9053136743633894,24.230477529431216,1012.1376629934024,NA,NA,NA,NA,NA,NA,NA
31,Royal National Park,Kandosol,110.99836929378557,1235.6762435099881,20.970905543445657,0.7681388278755347,0.23726774487719363,8.6903712175232,1.9055796610603464,22.876485204506004,1343.0610961177522,NA,NA,NA,NA,NA,NA,NA
32,NA,Kurosol,341.00786903164686,1539.0000551459298,19.96168030953446,0.841203197585839,0.2793878659362147,6.344817840132789,1.8878058602570622,21.849486169791525,1636.6468052044822,NA,NA,NA,NA,NA,NA,NA
